,Accident Number,Date and Time,Number of Motor Vehicles,Number of Injuries,Number of Fatalities,Property Damage,Hit and Run,Reporting Officer,Collision Type Code,Collision Type Description,Weather Code,Weather Description,Illumination Code,Illumination Description,Harmful Code,Harmful Code Description,Street Address,City,State,ZIP,RPA,Precinct,Latitude,Longitude,Mapped Location,month_year,Year,Month
229967,20170962260,11/1/2017 9:11,1,0,0,,N,226622,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),MM 197 1 I 40,NASHVILLE,TN,37221,4706,WEST,36.0875,-86.9437,"(36.0875, -86.9437)",2017-11,2017,11
230024,20170963704,11/1/2017 18:27,1,0,0,,N,240967,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & NED SHELTON RD,NASHVILLE,TN,37217,8987,HERMIT,36.1048,-86.6285,"(36.1048, -86.6285)",2017-11,2017,11
230105,20170967090,11/2/2017 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVD & CARNEY RD,NASHVILLE,TN,37218,3231,NORTH,36.2707,-86.8794,"(36.2707, -86.8794)",2017-11,2017,11
230039,20170965256,11/2/2017 6:13,1,0,0,,N,834798,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),FRANKLIN PKE & GLEN LEVEN DR,NASHVILLE,TN,37204,7017,MIDTOW,36.1036,-86.7726,"(36.1036, -86.7726)",2017-11,2017,11
230118,20170967243,11/2/2017 18:31,1,0,0,,N,109536,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,50,DEER (ANIMAL),DICKERSON PKES & CUNNIFF PKWY,GOODLETTSVILLE,TN,37072,2111,MADISO,36.2853,-86.746,"(36.2853, -86.746)",2017-11,2017,11
230147,20170968750,11/3/2017 6:55,1,0,0,,N,727215,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,4,DAWN,50,DEER (ANIMAL),OLD HICKORY BLVD & FELLOWSHIP LN,OLD HICKORY,TN,37138,9607,HERMIT,36.238,-86.6291,"(36.238, -86.6291)",2017-11,2017,11
230304,20170973259,11/4/2017 0:00,1,0,0,,N,434039,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),BRILEY PKWYN & BRILEY PKWYS,NASHVILLE,TN,37211,8404,SOUTH,36.1092,-86.727,"(36.1092, -86.727)",2017-11,2017,11
230260,20170972035,11/4/2017 6:40,1,0,0,,N,343522,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,5,FOG,1,DAYLIGHT,50,DEER (ANIMAL),HIGHWAY 70 & BEVERLY HILLS DR,NASHVILLE,TN,37221,4713,WEST,36.0965,-87.0345,"(36.0965, -87.0345)",2017-11,2017,11
230266,20170972268,11/4/2017 9:12,1,0,0,,N,481573,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,5,FOG,1,DAYLIGHT,50,DEER (ANIMAL),MM 38 3 I 24,WHITES CREEK,TN,37189,2212,NORTH,36.3063,-86.8167,"(36.3063, -86.8167)",2017-11,2017,11
230311,20170973487,11/4/2017 19:58,1,0,0,,N,225805,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,3,DARK - LIGHTED,50,DEER (ANIMAL),BELL RD & BRENTRIDGE CIR,ANTIOCH,TN,37013,8755,SOUTH,36.047,-86.6801,"(36.047, -86.6801)",2017-11,2017,11
230327,20170973920,11/5/2017 1:54,1,0,0,,N,184870,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 200 3 I 40,NASHVILLE,TN,37209,4708,WEST,36.1231,-86.9092,"(36.1231, -86.9092)",2017-11,2017,11
230401,20170975666,11/5/2017 23:26,1,0,0,,N,212316,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELLSHIRE DR & BRICK CHURCH PKE,NASHVILLE,TN,37207,2049,MADISO,36.2626,-86.7759,"(36.2626, -86.7759)",2017-11,2017,11
230402,20170975686,11/5/2017 23:30,1,0,0,,N,197076,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),I40 W ENT RAMP & I 40,NASHVILLE,TN,37210,9007,HERMIT,36.1484,-86.7454,"(36.1484, -86.7454)",2017-11,2017,11
230404,20170975902,11/6/2017 1:44,1,0,0,,N,212349,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,7,Dark-Unknown Lighting,50,DEER (ANIMAL),MM 217 6 I 40,NASHVILLE,TN,37214,94040,HERMIT,36.1418,-86.6535,"(36.1418, -86.6535)",2017-11,2017,11
230407,20170976206,11/6/2017 4:45,1,0,0,,N,212334,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),ASHLAND CITY HWY & RIVER TRC,NASHVILLE,TN,37218,3325,NORTH,36.214,-86.9596,"(36.214, -86.9596)",2017-11,2017,11
230505,20170978246,11/6/2017 18:39,1,0,0,,N,179604,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & FIELDS DR,OLD HICKORY,TN,37138,9723,HERMIT,36.2362,-86.6273,"(36.2362, -86.6273)",2017-11,2017,11
230625,20170981041,11/7/2017 15:26,1,0,0,,N,163667,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),FRANKLIN PKE & OVERTON LN,NASHVILLE,TN,37220,7109,MIDTOW,36.0729,-86.774,"(36.0729, -86.774)",2017-11,2017,11
230741,20170984700,11/8/2017 0:00,1,0,0,,N,226827,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),GALLATIN PKEN & EDGEMEADE BLVD,MADISON,TN,37115,1719,MADISO,36.2829,-86.7072,"(36.2829, -86.7072)",2017-11,2017,11
230706,20170984031,11/8/2017 13:59,1,0,0,,N,197075,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVDW & NESBITT LN,MADISON,TN,37115,2041,MADISO,36.2658,-86.7407,"(36.2658, -86.7407)",2017-11,2017,11
230748,20170985045,11/8/2017 21:39,2,1,0,,Y,212321,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,12;50,MOTOR VEHICLE IN TRANSPORT;DEER (ANIMAL),LEBANON PKE & STONES RIVER GRNWY,NASHVILLE,TN,37214,9403,HERMIT,36.1855,-86.6359,"(36.1855, -86.6359)",2017-11,2017,11
230752,20170985234,11/8/2017 23:14,1,1,0,,N,405424,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & NED SHELTON RD,NASHVILLE,TN,37217,8987,HERMIT,36.1048,-86.6285,"(36.1048, -86.6285)",2017-11,2017,11
230860,20170987853,11/9/2017 0:00,1,0,0,,N,434039,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),KNOBVIEW DR & LINCOYA DR,NASHVILLE,TN,37214,9303,HERMIT,36.1751,-86.6722,"(36.1751, -86.6722)",2017-11,2017,11
230862,20170987865,11/9/2017 16:20,1,0,0,,N,226136,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),FRANKLIN PKE & LAKEMONT DR,NASHVILLE,TN,37220,7111,MIDTOW,36.045,-86.7809,"(36.045, -86.7809)",2017-11,2017,11
230873,20170987997,11/9/2017 18:55,1,0,0,,N,197050,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),ANTIOCH PKE & MILL CREEK BLUE HOLE GRNWY,ANTIOCH,TN,37013,8857,SOUTH,36.0662,-86.6811,"(36.0662, -86.6811)",2017-11,2017,11
230889,20170988577,11/9/2017 23:55,1,1,0,,N,169413,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & LICKTON PKE,WHITES CREEK,TN,37189,3227,NORTH,36.2736,-86.8173,"(36.2736, -86.8173)",2017-11,2017,11
230897,20170989436,11/10/2017 6:00,1,0,0,,N,226622,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,5,DUSK,50,DEER (ANIMAL),HIGHWAY 100 & OLD HARDING PKE,NASHVILLE,TN,37221,4807,WEST,36.0445,-86.956,"(36.0445, -86.956)",2017-11,2017,11
230987,20170991369,11/10/2017 19:00,1,0,0,,N,256414,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),WOODMONT BLVD WB ENT RAMP & WOODMONT BLV,NASHVILLE,TN,37204,7001,MIDTOW,36.1103,-86.775,"(36.1103, -86.775)",2017-11,2017,11
230984,20170991356,11/10/2017 19:26,1,0,0,,N,909486,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOLT RD & NOLENSVILLE PKE,NASHVILLE,TN,37211,8651,MIDTOW,36.0122,-86.704,"(36.0122, -86.704)",2017-11,2017,11
231002,20170992290,11/11/2017 2:43,1,0,0,,N,134867,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BRILEY PKWYN & BRILEY PKWYW,NASHVILLE,TN,37214,92860,HERMIT,36.2318,-86.7003,"(36.2318, -86.7003)",2017-11,2017,11
231049,20170993590,11/11/2017 18:35,1,0,0,,N,212311,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),SMITH SPRINGS RD & SMITH SPRINGS CT,NASHVILLE,TN,37217,8941,HERMIT,36.0955,-86.6361,"(36.0955, -86.6361)",2017-11,2017,11
231145,20170996287,11/12/2017 20:50,1,0,0,,N,179596,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OPRY MILLS DR & BRILEY PKWYS,NASHVILLE,TN,37214,9209,HERMIT,36.2033,-86.6899,"(36.2033, -86.6899)",2017-11,2017,11
231148,20170996602,11/13/2017 0:50,1,1,0,,N,169413,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 42 6 I 24,WHITES CREEK,TN,37189,3226,NORTH,36.2502,-86.7844,"(36.2502, -86.7844)",2017-11,2017,11
231150,20170996988,11/13/2017 4:45,1,0,0,,N,140786,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),EDMONDSON PKE & ELLINGTON AG CENTER PVTD,NASHVILLE,TN,37211,8657,MIDTOW,36.0617,-86.7403,"(36.0617, -86.7403)",2017-11,2017,11
231251,20171000603,11/14/2017 5:00,1,0,0,,N,493301,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MM 194 6 I 40,NASHVILLE,TN,37221,4704,WEST,36.0769,-86.9841,"(36.0769, -86.9841)",2017-11,2017,11
231329,20171002230,11/14/2017 16:14,1,0,0,,N,909494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),HOBSON PKE & WALKER RD,HERMITAGE,TN,37076,8909,SOUTH,36.0882,-86.5623,"(36.0882, -86.5623)",2017-11,2017,11
231372,20171003375,11/14/2017 23:05,1,0,0,,N,197060,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),300 STATE RT 45,MADISON,TN,37115,1705,MADISO,36.263,-86.6763,"(36.263, -86.6763)",2017-11,2017,11
231379,20171004367,11/15/2017 5:58,1,0,0,,N,169421,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),WHITES CREEK PKE & BUENA VISTA PKE,NASHVILLE,TN,37207,3221,NORTH,36.2508,-86.8284,"(36.2508, -86.8284)",2017-11,2017,11
231520,20171006487,11/15/2017 18:59,1,0,0,,N,240967,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,2,RAIN,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),MASSMAN DR & OAK GROVE DR,NASHVILLE,TN,37217,8887,HERMIT,36.1384,-86.709,"(36.1384, -86.709)",2017-11,2017,11
231525,20171007039,11/16/2017 1:22,1,0,0,,N,110094,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),STEWARTS FERRY PKE & I40 E EXT RAMP,NASHVILLE,TN,37214,8955,HERMIT,36.1549,-86.6269,"(36.1549, -86.6269)",2017-11,2017,11
231586,20171008913,11/16/2017 15:06,1,0,0,,N,909489,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),MYATT DR & FANT INDUSTRIAL DR,MADISON,TN,37115,1715,MADISO,36.2806,-86.6915,"(36.2806, -86.6915)",2017-11,2017,11
231635,20171009353,11/16/2017 17:53,1,0,0,,N,909489,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),SPRINGFIELD HWY & SPRINGFIELD HWY PVTDR,GOODLETTSVILLE,TN,37072,2215,MADISO,36.3848,-86.7546,"(36.3848, -86.7546)",2017-11,2017,11
231630,20171009329,11/16/2017 17:55,1,0,0,,N,179604,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),SHUTE LN & WILLOW BOUGH LN,OLD HICKORY,TN,37138,9717,HERMIT,36.231,-86.6111,"(36.231, -86.6111)",2017-11,2017,11
231759,20171012750,11/17/2017 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BIANCO RD & CLARKSVILLE PKE,WHITES CREEK,TN,37189,3305,NORTH,36.2851,-86.8784,"(36.2851, -86.8784)",2017-11,2017,11
231738,20171012540,11/17/2017 17:21,1,0,0,,N,472337,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),GREER RD & GREER RD PVTDR,GOODLETTSVILLE,TN,37072,2203,MADISO,36.3511,-86.7846,"(36.3511, -86.7846)",2017-11,2017,11
231777,20171013308,11/17/2017 22:50,1,0,0,,N,212316,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVDW & KEMPER DRN,MADISON,TN,37115,2039,MADISO,36.2677,-86.7481,"(36.2677, -86.7481)",2017-11,2017,11
231799,20171014452,11/18/2017 8:40,1,0,0,,N,876573,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),HOBSON & GRANNY WRIGHT LN,HERMITAGE,TN,37076,8919,SOUTH,36.1086,-86.5492,"(36.1086, -86.5492)",2017-11,2017,11
231872,20171015808,11/18/2017 22:37,1,0,0,,N,169414,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),BELL RD & BROOK VIEW ESTATES DR,ANTIOCH,TN,37013,8755,SOUTH,36.0439,-86.6933,"(36.0439, -86.6933)",2017-11,2017,11
231883,20171016202,11/19/2017 1:30,1,0,0,,N,332215,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),HIGHWAY 100 & PERCY WARNER BLVD,NASHVILLE,TN,37221,6211,WEST,36.0842,-86.8829,"(36.0842, -86.8829)",2017-11,2017,11
231887,20171016371,11/19/2017 3:15,1,0,0,,N,197060,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),0 I 65,NASHVILLE,TN,37207,3002,NORTH,36.2047,-86.7767,"(36.2047, -86.7767)",2017-11,2017,11
231920,20171017422,11/19/2017 17:14,1,0,0,,N,279232,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),COCKRILL BEND BLVD & WESTBELT DR,NASHVILLE,TN,37209,4641,WEST,36.1709,-86.8773,"(36.1709, -86.8773)",2017-11,2017,11
231939,20171018703,11/20/2017 5:58,1,1,0,,N,212339,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,4,DAWN,50,DEER (ANIMAL),LEBANON PKE & BIG HORN DR,HERMITAGE,TN,37076,9525,HERMIT,36.1676,-86.7787,"(36.1676, -86.7787)",2017-11,2017,11
232060,20171022164,11/21/2017 5:40,1,0,0,,N,256495,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HILLSBORO PKE & LITCHFIELD WAY,NASHVILLE,TN,37215,6205,WEST,36.0532,-86.858,"(36.0532, -86.858)",2017-11,2017,11
232261,20171027611,11/22/2017 0:00,1,0,0,,N,197070,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,7,Dark-Unknown Lighting,50,DEER (ANIMAL),ASHLAND CITY HWY & OLD HYDES FERRY PKE,NASHVILLE,TN,37218,3341,NORTH,36.2072,-86.9369,"(36.2072, -86.9369)",2017-11,2017,11
232176,20171025891,11/22/2017 8:13,1,0,0,,N,226207,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),MM 219 3 I 40,NASHVILLE,TN,37214,94022,HERMIT,36.159,-86.6242,"(36.159, -86.6242)",2017-11,2017,11
232252,20171027439,11/22/2017 18:07,1,0,0,,N,909494,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),HAMILTON CHURCH RD & HOBSON PKE,ANTIOCH,TN,37013,8905,SOUTH,36.0586,-86.5978,"(36.0586, -86.5978)",2017-11,2017,11
232270,20171028267,11/23/2017 0:12,1,0,0,,N,405424,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & HILLS LN,OLD HICKORY,TN,37138,9739,HERMIT,36.2057,-86.6224,"(36.2057, -86.6224)",2017-11,2017,11
232291,20171029338,11/23/2017 12:35,1,0,0,,N,802993,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & BRENTRIDGE PL,ANTIOCH,TN,37013,8755,SOUTH,36.044,-86.688,"(36.044, -86.688)",2017-11,2017,11
232460,20171037313,11/23/2017 21:50,1,0,0,,Y,225212,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,99,UNKNOWN,9,UNKNOWN,50,DEER (ANIMAL),3350 HOBSON,HERMITAGE,TN,37076,8973,SOUTH,36.1097,-86.5439,"(36.1097, -86.5439)",2017-11,2017,11
232384,20171034047,11/25/2017 6:30,1,0,0,,N,240947,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),OLD HICKORY BLVD & FERRELL DR,OLD HICKORY,TN,37138,9607,HERMIT,36.244,-86.6367,"(36.244, -86.6367)",2017-11,2017,11
232408,20171035216,11/25/2017 15:05,1,0,0,,N,151132,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BRICK CHURCH PKE & HITT LN,GOODLETTSVILLE,TN,37072,2125,MADISO,36.3319,-86.7335,"(36.3319, -86.7335)",2017-11,2017,11
232423,20171035766,11/25/2017 20:45,1,1,0,,N,256429,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),MURFREESBORO PKE & OLD MURFREESBORO PKE,NASHVILLE,TN,37217,8849,SOUTH,36.1046,-86.6694,"(36.1046, -86.6694)",2017-11,2017,11
232426,20171035880,11/25/2017 20:45,1,0,0,,N,179596,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),LEBANON PKE & CENTRAL PKE,HERMITAGE,TN,37076,9601,HERMIT,36.1868,-86.6316,"(36.1868, -86.6316)",2017-11,2017,11
232429,20171035923,11/25/2017 22:14,1,0,0,Y,N,212334,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & OLD HYDES FERRY PKE,NASHVILLE,TN,37218,3235,NORTH,36.2092,-86.922,"(36.2092, -86.922)",2017-11,2017,11
232449,20171036794,11/26/2017 7:00,1,0,0,,N,156307,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),BELL RD & ZELIDA AV,ANTIOCH,TN,37013,8865,SOUTH,36.0569,-86.6419,"(36.0569, -86.6419)",2017-11,2017,11
232469,20171037578,11/26/2017 13:00,1,0,0,Y,N,206683,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,99,UNKNOWN,9,UNKNOWN,50,DEER (ANIMAL),PULLEY RD & COUCHVILLE PKE,NASHVILLE,TN,37214,8993,HERMIT,36.1192,-86.6596,"(36.1192, -86.6596)",2017-11,2017,11
232489,20171038177,11/26/2017 19:08,1,0,0,,N,240955,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),HOBSON PKE & WALKER RD,HERMITAGE,TN,37076,8909,SOUTH,36.0882,-86.5623,"(36.0882, -86.5623)",2017-11,2017,11
232491,20171038254,11/26/2017 22:25,1,0,0,Y,N,109543,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),CHESHIRE DR & DUMBARTON DR,NASHVILLE,TN,37207,2049,MADISO,36.2671,-86.7732,"(36.2671, -86.7732)",2017-11,2017,11
232494,20171038294,11/26/2017 22:55,1,0,0,,N,240968,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & COBBLESTONE CREEK DR,WHITES CREEK,TN,37189,2015,MADISO,36.2783,-86.7891,"(36.2783, -86.7891)",2017-11,2017,11
232613,20171040826,11/27/2017 18:09,1,0,0,,N,279203,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),S NEW HOPE RD & CENTRAL PKE,HERMITAGE,TN,37076,9541,HERMIT,36.1729,-86.5849,"(36.1729, -86.5849)",2017-11,2017,11
232630,20171042344,11/28/2017 6:56,1,0,0,,N,544482,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,1,DAYLIGHT,50,DEER (ANIMAL),GRANNY WHITE PKE & GRANNY WHITE TRC,NASHVILLE,TN,37220,7109,MIDTOW,36.0663,-86.8125,"(36.0663, -86.8125)",2017-11,2017,11
232655,20171042697,11/28/2017 9:25,1,0,0,,N,225777,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),HIGHWAY 70S & PEBBLE BROOK,NASHVILLE,TN,37221,4901,WEST,36.0757,-86.9173,"(36.0757, -86.9173)",2017-11,2017,11
232749,20171046049,11/29/2017 7:40,1,0,0,,N,493304,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),MENEES LN & HUDSON RD,MADISON,TN,37115,1621,MADISO,36.2176,-86.6531,"(36.2176, -86.6531)",2017-11,2017,11
232814,20171047603,11/29/2017 17:16,1,0,0,,N,161945,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & LICKTON PKE,WHITES CREEK,TN,37189,3227,NORTH,36.2736,-86.8173,"(36.2736, -86.8173)",2017-11,2017,11
232841,20171048865,11/30/2017 0:00,1,0,0,,N,240947,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,2,DARK - NOT LIGHTED,50,DEER (ANIMAL),OLD HICKORY BLVD & PITTS AV,OLD HICKORY,TN,37138,9711,HERMIT,36.2392,-86.6305,"(36.2392, -86.6305)",2017-11,2017,11
232939,20171051055,11/30/2017 16:49,1,0,0,,N,206681,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,22,CLOUDY,5,DUSK,50,DEER (ANIMAL),ELM HILL PKE & MCGAVOCK PKE,NASHVILLE,TN,37214,9115,HERMIT,36.1528,-86.6834,"(36.1528, -86.6834)",2017-11,2017,11
232926,20171050883,11/30/2017 16:55,1,0,0,,N,279222,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,5,DUSK,50,DEER (ANIMAL),LICKTON PKE PVTDR & LICKTON PKE,GOODLETTSVILLE,TN,37072,2107,MADISO,36.3156,-86.7979,"(36.3156, -86.7979)",2017-11,2017,11
232948,20171051176,11/30/2017 17:47,1,0,0,,N,279198,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,3,DARK - LIGHTED,50,DEER (ANIMAL),WHITES CREEK PKE & WHITES CREEK PKE PVTD,JOELTON,TN,37080,2319,NORTH,36.3636,-86.8874,"(36.3636, -86.8874)",2017-11,2017,11
233185,20171058083,12/3/2017 6:30,1,0,0,,N,693105,0,NOT COLLISION W/MOTOR VEHICLE-TRANSPORT,21,CLEAR,1,DAYLIGHT,50,DEER (ANIMAL),LEBANON PKE & TULIP GROVE RD,HERMITAGE,TN,37076,9727,HERMIT,36.2154,-86.5886,"(36.2154, -86.5886)",2017-12,2017,12
